question_id,correct_answer,confused_answer,correct_rate
440,b,c,0.687778485041375
511,a,c,0.6414056360166162
375,a,b,0.6366188396756083
6072,d,c,0.6127797056359938
9978,b,a,0.7934377330350485
11064,c,a,0.8372827804107424
8092,b,d,0.5033448205959862
54,b,d,0.8448159405606214
11036,c,d,0.9243513597999374
6539,d,b,0.6311662855276053
8833,d,b,0.5014652014652015
3666,a,c,0.6057895592779313
6085,c,d,0.7145283862315601
4818,c,b,0.465564738292011
9107,b,c,0.8240991863618753
5237,d,a,0.4901873821931478
6102,d,b,0.6041296321619034
4774,c,a,0.5011623547056618
10231,b,a,0.8794541319181198
6499,a,b,0.5708381391772396
6760,d,c,0.2716576678217423
9967,b,d,0.9382954107211724
6112,a,d,0.6393750734171267
5418,b,a,0.3197528038452735
4173,b,c,0.6506422018348624
4602,c,d,0.6437764294907152
4445,d,c,0.6966683242168076
8607,a,c,0.7100149476831091
4007,c,b,0.44396371249127703
6007,a,b,0.45627586206896553
4464,c,a,0.6766981943250215
5065,b,d,0.4749546877574559
4599,c,d,0.3656113537117904
6731,c,a,0.25173811047131583
9690,b,c,0.6268766019772977
6136,c,d,0.46968165740272866
6028,d,a,0.41628738621586475
8698,a,c,0.6938943894389439
8993,c,a,0.590528233151184
6070,d,b,0.34100758396533043
10634,b,a,0.5897230670721947
10637,c,a,0.2812350023996161
10635,a,d,0.9325276132543621
10636,b,a,0.2691354075021995
10934,d,b,0.7043889845094664
10933,b,c,0.9109294320137694
10932,c,b,0.6853207059836418
10935,b,d,0.899268187688334
6669,c,a,0.307610493973056
6671,c,a,0.9119585687382298
6672,d,a,0.8285141036232739
6670,c,a,0.8532909454845167
193,a,b,0.948051948051948
11138,b,a,0.8323681804327949
61,c,d,0.7960069444444444
127,b,c,0.8592406402963355
1076,c,b,0.6320991091314031
1084,a,b,0.45659491193737767
1112,c,a,0.584996234939759
256,c,a,0.5938148404307875
646,a,c,0.6034943245047852
537,b,a,0.7546978895634576
1185,a,c,0.8018634721429929
1048,b,a,0.5826470837931913
285,a,c,0.5553323153580326
1370,a,c,0.5131554160125589
1394,a,c,0.570299727520436
531,b,c,0.7915925626515764
1187,a,b,0.692651548190144
622,c,a,0.6836665306677546
385,b,c,0.9087870619946091
1037,b,a,0.37633559980573095
415,c,a,0.49582236465606044
1088,a,c,0.5066862220688465
434,c,b,0.6421885087153002
1109,a,c,0.7328910614525139
369,c,b,0.6271383009567991
223,b,c,0.8198410619159898
475,c,b,0.6035573122529644
4187,d,b,0.6091019207475342
11004,d,b,0.983219390926041
119,d,a,0.9137764932562621
177,b,a,0.4928551014575593
8086,b,c,0.860040089612074
10949,c,b,0.9477566072526121
28,a,b,0.6690311418685121
6678,b,d,0.9121894858463316
6677,d,c,0.8373435996150145
6680,c,d,0.6504331087584215
6679,d,b,0.9154631234353938
816,b,c,0.6507202325888727
378,c,b,0.6757696990781006
420,b,a,0.7981915869479753
797,b,c,0.7614647501711157
1120,c,b,0.5250097694411879
1312,c,a,0.8483656584836566
1363,b,a,0.5975903614457831
718,c,a,0.7185026385224275
953,c,a,0.7423021285389543
476,a,c,0.6635495423796259
4024,a,c,0.39775067321400287
10123,a,b,0.5485544848035582
5160,d,c,0.34649239797279274
6173,a,b,0.5022680880018144
6115,c,a,0.7636428380664114
9741,d,c,0.2595313046519762
6250,b,d,0.46753167268498685
6541,b,a,0.4842843481032834
5246,c,a,0.4225144402113801
9872,c,b,0.49361702127659574
5484,a,c,0.652061463563061
4528,c,a,0.48220130932896893
9444,d,c,0.4049645390070922
4878,c,a,0.5118406889128094
6325,a,d,0.6920745920745921
5611,d,b,0.6220785678766783
9062,d,c,0.3777154870357393
4919,c,a,0.5354014074393222
8666,b,a,0.6505678022712091
5651,d,c,0.46382978723404256
8643,d,c,0.29985955056179775
5642,d,b,0.5713984835720304
6544,b,d,0.4016019466693704
9050,a,d,0.9528816199376947
6465,b,c,0.6461591936044491
8699,b,c,0.4347773032336791
4797,b,c,0.5707305155142927
5570,c,b,0.6596858638743456
5673,a,d,0.5708456451385957
5240,d,c,0.5692986641221374
8686,b,c,0.6534017971758665
5481,a,b,0.8722952906236742
9161,c,b,0.2135523613963039
3919,a,d,0.573671718093847
4151,a,c,0.35372967605808614
1746,b,a,0.9146455223880597
1748,c,b,0.8888369920597852
1747,d,a,0.3672566371681416
1870,d,a,0.5425844346549192
1871,a,c,0.48130410757045494
1869,b,c,0.35238797713442743
2268,a,d,0.812375249500998
2269,d,c,0.7425282266991365
2270,c,d,0.27290880852007987
1985,a,b,0.7568421052631579
1983,d,b,0.755001755001755
1984,a,d,0.456962911126662
2246,d,b,0.5308464849354376
2245,c,d,0.7174068767908309
2244,c,d,0.9146079484425349
1760,c,a,0.5737862522031726
1759,a,c,0.41625419128213315
1758,b,c,0.9333440153821503
2032,b,d,0.3697234352256186
2031,d,b,0.5402332361516035
2033,a,b,0.7775510204081633
1641,c,d,0.9461134453781512
1643,a,c,0.6395629793045488
1642,c,d,0.7769512833944473
2304,d,b,0.8442424242424242
2305,b,d,0.3685058397100282
2306,c,d,0.5738796931772305
2581,a,b,0.8740157480314961
2580,b,c,0.8356545961002786
2582,c,a,0.9633240482822656
2256,c,d,0.639685895499849
2258,d,c,0.9583207490184235
2257,c,a,0.8568846037963241
1892,d,a,0.3604830421377184
1891,a,d,0.8979958890030832
1890,d,c,0.7112368218050913
1459,b,a,0.8002327385570209
1458,a,c,0.8055878928987195
1460,c,d,0.9255236617532971
1745,d,c,0.8557046979865772
1743,a,c,0.7602126468942362
1744,a,b,0.8101477557847784
2391,c,a,0.6452089489235965
2393,b,a,0.3807213668002531
2392,d,b,0.6571187868576243
1724,c,b,0.8848541278708877
1723,a,d,0.7206565500154847
1722,b,a,0.2599906701912611
2064,c,b,0.4139194139194139
2065,c,a,0.8784773060029283
2066,b,a,0.8162816281628162
1757,c,b,0.3702407002188184
1756,d,a,0.7789450645655505
1755,a,b,0.8089715536105033
1970,a,c,0.8133414932680538
1968,b,c,0.8324655436447167
1969,a,c,0.5585090131377941
2116,c,a,0.8842010771992819
2115,c,b,0.6008403361344538
2117,b,a,0.9739286784537009
1790,d,b,0.6330243734981119
1789,b,a,0.5566231983527797
1788,c,a,0.9017857142857143
6121,d,b,0.6502914238134888
9523,b,d,0.9145266385588348
9653,b,a,0.6458333333333334
5636,a,b,0.6013347383210397
9651,a,b,0.6956214689265536
9085,a,b,0.4607445632141541
5854,c,a,0.6664717063898231
8703,d,c,0.737830586431583
4108,c,a,0.6912260967379078
4051,b,d,0.7073707370737073
5456,b,a,0.5630233084408237
8492,c,b,0.6551074255559743
4090,c,d,0.6594491598822103
3900,a,b,0.6728826728826729
5265,b,a,0.4879190385831752
10143,b,c,0.6957866254348667
5513,c,a,0.7766472868217055
6319,d,a,0.6260912945871788
10868,d,b,0.7631352282515074
10870,d,b,0.41706161137440756
10871,b,a,0.8165374677002584
10869,c,a,0.7565704437742352
6961,d,b,0.9133359329303958
6964,a,b,0.2989077433196801
6963,c,a,0.7001458434613514
6962,c,a,0.7872898649305218
6772,c,b,0.69220481467329
6770,d,b,0.8445506692160611
6771,b,d,0.8407570254253489
6769,a,b,0.5934990439770554
7564,a,b,0.6063100137174211
7565,b,c,0.8737997256515775
7566,c,d,0.773972602739726
7563,c,a,0.7931506849315069
4823,d,c,0.46970789758384424
4802,a,c,0.3692986758214811
3960,d,b,0.5078419982573337
9758,d,b,0.9435760579489134
4250,c,a,0.45228316018361925
3785,d,a,0.4774582443802587
4230,c,b,0.6014014839241549
5037,b,d,0.7336548767416935
4252,c,b,0.7185145317545748
9358,c,b,0.7310924369747899
5547,c,a,0.5814904574371402
8994,c,b,0.6381798002219756
4847,d,a,0.5909667194928685
4876,b,a,0.4897919876733436
9125,a,b,0.4170783345095272
6048,a,c,0.4423435037960178
3997,c,a,0.6579841449603624
4127,a,d,0.6385858851360231
8786,d,c,0.4989051094890511
4247,b,d,0.37610619469026546
6256,b,a,0.36479741632413387
9077,d,a,0.9162790697674419
5490,a,c,0.5864396830055768
6022,b,c,0.6221912288857896
8616,b,c,0.3787043418332185
5692,b,d,0.5492050714429463
5950,d,a,0.5558532011786766
4040,c,b,0.5350738396624473
9105,c,a,0.697463768115942
6100,d,a,0.5841888030479416
4931,d,c,0.37339055793991416
6152,c,a,0.45137560688539063
9083,c,d,0.6426999266324285
4487,b,a,0.6117492135489063
3701,d,c,0.5355835058111765
5627,d,b,0.3359964491788726
9728,d,a,0.6053116931021764
4857,b,c,0.678587003924989
10055,b,a,0.6997300944669366
4144,d,c,0.6486995853750471
10006,c,b,0.7522354694485842
5622,a,c,0.7696097753251873
4066,b,a,0.5414768640613762
4235,c,d,0.5584599081596608
10131,a,b,0.6117001828153565
3798,d,b,0.7329401853411963
8982,b,c,0.702494497432135
6068,a,b,0.5119802677942212
5196,d,c,0.4326086956521739
6365,c,d,0.2695614789337919
9928,d,c,0.6647272727272727
6721,d,b,0.3145867098865478
4366,b,a,0.5295762213066509
6758,a,b,0.43197810789679436
10208,b,c,0.9222306525037937
4672,c,b,0.40864280891289667
5428,d,b,0.604073522106309
9960,c,a,0.8676024279210925
3687,c,d,0.6282884555865057
6061,b,d,0.7546030343202239
8671,c,b,0.530428863172226
9727,d,b,0.7529411764705882
8656,d,a,0.6783240223463687
4248,a,d,0.5090784982935154
9878,b,d,0.21305377071356105
4306,d,b,0.42070301688347633
3784,a,d,0.5037992831541218
6039,b,c,0.43501472754050075
9382,d,b,0.6521412471825695
4842,d,c,0.5785916185326287
4522,d,b,0.5285429804181878
8969,b,a,0.7682610307749351
6743,b,c,0.584297153024911
9600,b,a,0.661403158105137
6551,c,a,0.689856767027185
9836,b,c,0.5001851166234728
3669,c,b,0.36327154595834127
3822,a,c,0.7358320162564913
6069,a,c,0.46878666979582256
4177,c,b,0.8748091603053435
5166,c,a,0.5934300341296929
5625,a,d,0.6304381245196004
4238,b,a,0.4056730446458543
9745,b,a,0.8679101636848116
5222,c,a,0.565559181251854
5076,b,a,0.4530398322851153
6126,a,d,0.6058017964953615
8201,c,b,0.8661150808574652
4352,a,c,0.5611346018322763
4788,d,a,0.4883546205860255
8995,c,d,0.6955547254389242
3690,a,b,0.6813743897859557
6355,b,a,0.562960821165245
9770,c,b,0.5365764447695685
5352,d,a,0.47577477084242686
6166,a,c,0.43607154686982447
5906,b,a,0.6499880296863778
9859,b,c,0.86549940310386
6439,b,a,0.5604199683042789
3826,b,d,0.7261189044756179
9847,d,b,0.5118430792005921
5557,a,d,0.4859472216262605
5444,c,d,0.5123197115384616
5511,c,b,0.7022066856019227
8185,b,a,0.834608378870674
5470,a,b,0.3834968163827224
9641,c,d,0.5141712275215011
5904,c,d,0.5027713938083007
8567,a,d,0.8325876211782252
5923,d,a,0.5295910591821184
6266,d,a,0.38070342205323193
8559,d,c,0.4375
6428,c,a,0.5854700854700855
5441,a,d,0.4962338593974175
6235,a,b,0.5598050243719535
4119,a,c,0.6425574425574425
5703,b,a,0.5899344848123883
6094,b,a,0.7625643055005936
4268,d,a,0.7732313575525812
8683,c,b,0.6242299794661191
4281,d,a,0.5338345864661654
4436,c,b,0.8592358517667337
9771,a,c,0.6093632958801498
916,c,a,0.5237052306106673
744,c,b,0.7169402850441999
338,b,c,0.8244532511375312
1339,c,b,0.7517837541163557
1314,b,c,0.5001142508949653
633,c,a,0.7250450450450451
1251,a,c,0.6431927785334487
373,b,a,0.86890277932805
1393,c,a,0.7809265886449367
924,b,a,0.7642217128568451
1146,c,b,0.7755773111127718
380,b,a,0.6368197116911157
261,c,b,0.6734740971501096
1193,b,a,0.6373962264150943
423,b,a,0.5086752213988794
1017,a,c,0.7219098251712504
370,c,b,0.7741649899396378
596,b,c,0.7663400885787143
5855,a,d,0.5063396383288298
10020,c,b,0.28341051935163747
10056,b,c,0.7008578888474449
5108,c,a,0.384744469870328
5376,d,a,0.6184628414143553
8591,a,d,0.479471617279543
5506,a,d,0.44308681672025724
5937,d,b,0.5892392247613538
6044,d,b,0.4850452577725305
9440,b,a,0.41229656419529837
3681,a,c,0.4052308685824992
5674,c,a,0.6030018761726079
4322,d,b,0.5293966623876765
8374,d,b,0.47509157509157507
4265,a,b,0.6486704270749396
3668,d,c,0.49953379953379956
6755,d,a,0.35597641188478113
4095,c,d,0.6538181818181819
5121,a,d,0.408925123364085
6077,a,d,0.7308503162333099
9333,d,b,0.8046458492003047
4094,a,b,0.615571039079067
5858,d,c,0.5812594268476622
5442,b,a,0.5971166958893435
9551,b,a,0.41812756434166354
6172,c,b,0.5495283018867925
4115,b,a,0.623216167033809
9364,c,a,0.5987495402721589
4598,c,d,0.6130189646335212
1667,b,c,0.9207132018209409
1666,c,b,0.5999242997728993
1665,a,b,0.9590443686006825
2216,b,d,0.694040194040194
2215,c,b,0.7571032571032571
2214,b,d,0.8191268191268192
2166,b,a,0.5495564982645584
2168,b,a,0.6377649325626205
2167,a,c,0.7990744311608176
2399,c,a,0.6914004914004914
2397,c,b,0.308411214953271
2398,b,c,0.7844488188976378
2427,a,c,0.9805568891022564
2428,b,c,0.8052757793764987
2429,a,c,0.40585272247541376
1677,b,d,0.778393351800554
1678,a,b,0.7712418300653595
1679,d,c,0.31024930747922436
1832,d,c,0.9774937482634065
1831,a,b,0.8705555555555555
1830,c,b,0.6303621169916435
2510,a,b,0.8305528295714752
2508,b,d,0.6141268803139307
2509,d,b,0.8511749347258486
2588,b,d,0.5973736924104162
2586,a,b,0.6863007585899152
2587,c,b,0.46772039180765806
2475,d,b,0.6798637718177948
2477,c,a,0.7643312101910829
2476,c,a,0.7727850784230607
1609,a,d,0.6282258064516129
1610,c,b,0.8734100545124167
1608,a,b,0.3383154918198344
2808,c,d,0.9603848330503678
2809,b,d,0.9163369135104579
2810,d,a,0.5594563986409966
3121,d,b,0.7747075208913649
3120,b,c,0.838529444630685
3122,c,b,0.3625698324022346
10689,b,a,0.9768145161290323
10690,b,a,0.3707070707070707
10688,d,c,0.560942760942761
2700,b,d,0.5883673087712736
2702,a,c,0.6812324929971989
2701,c,a,0.7725321888412017
2875,d,b,0.8734347048300537
2874,b,c,0.9127126230975828
2876,c,b,0.7854903716972682
3129,a,b,0.8621612579458012
3130,a,d,0.7423230974632844
3131,d,c,0.7674029451137885
2754,c,a,0.6182232346241457
2756,b,c,0.6994759626338574
2755,d,a,0.5439035486806187
3331,d,b,0.6513089005235602
3332,c,a,0.6905594405594405
3330,b,a,0.777078965758211
1875,b,c,0.745177798189214
1876,b,d,0.36098390684286275
1877,c,a,0.7113036628593935
1991,c,a,0.3970037453183521
1990,c,a,0.5954483695652174
1989,b,d,0.8075742067553736
2406,b,c,0.3380161770966369
2408,d,b,0.6046363249680987
2407,d,c,0.8265111346765641
2187,d,c,0.6357142857142857
2189,c,b,0.515126050420168
2188,c,d,0.663449433487201
2132,c,b,0.2990415335463259
2131,b,c,0.8209430756159728
2130,a,c,0.7796248934356351
1517,d,b,0.5240888888888889
1515,d,b,0.6447251378758229
1516,b,c,0.3794698452232699
2228,a,b,0.6146101615546711
2227,c,b,0.7087129175426302
2226,d,c,0.583977512297962
1981,a,c,0.6741963509991312
1980,d,c,0.35537190082644626
1982,b,a,0.7079530638852672
2278,c,b,0.678373382624769
2277,b,c,0.5651369356032568
2279,a,d,0.625
5851,a,b,0.6062164057022669
5358,d,a,0.6119585112873703
8642,a,c,0.6489751098096632
5113,b,d,0.48398576512455516
3839,a,d,0.58
3289,c,d,0.8455342001130582
3288,a,c,0.7715419501133787
3290,d,a,0.8822445798497945
3576,c,a,0.9790592783505154
3577,a,b,0.9684278350515464
3578,c,b,0.5009664948453608
3178,b,d,0.6269448373408769
3179,d,b,0.8335104498760184
3177,b,d,0.6348812477844736
2612,c,a,0.8238341968911918
2610,d,a,0.34824902723735407
2611,c,b,0.6088457389428263
11295,d,c,0.35867381111855323
11294,d,c,0.8286666666666667
11293,c,d,0.8948425987943738
2740,a,d,0.8552266419981499
2741,b,a,0.4668213457076566
2739,c,a,0.6821345707656613
3406,b,c,0.2820606503470954
3407,c,b,0.461369461735628
3405,a,b,0.8541133455210238
10678,a,b,0.8650875386199794
10677,b,a,0.8335616438356165
10676,d,b,0.6059045657397871
10847,d,b,0.2551194539249147
10846,b,c,0.886518771331058
10844,b,a,0.6639658848614073
10845,d,a,0.47292110874200427
6901,c,b,0.8590782769800833
6904,a,c,0.655379637120074
6902,a,c,0.924777224858234
6903,d,a,0.5632303598287631
6875,b,c,0.5270703065426262
6876,a,b,0.612375859434683
6873,d,c,0.8103975535168195
6874,b,a,0.6963222951320006
6640,a,b,0.6232645909152177
6638,c,b,0.5558553696708041
6639,b,a,0.5750673854447439
6637,b,a,0.9021724463635137
4777,a,d,0.6172233136869679
9104,a,d,0.4042022792022792
8691,b,d,0.6223470661672909
4846,d,c,0.755372434965261
4139,b,d,0.7084670947030498
9952,b,c,0.5895084372707263
70,d,c,0.5007562008469449
64,d,b,0.747439420434674
11010,a,b,0.9831565814098565
48,d,c,0.7492398497585405
125,a,c,0.7454351795496044
130,d,a,0.7636427443411125
11244,a,c,0.851063829787234
11019,b,d,0.9747847478474785
10964,c,a,0.9456521739130435
11219,d,a,0.9017146356399265
11063,d,b,0.7866034380557202
10983,b,d,0.5991004497751125
11032,b,d,0.6920768307322929
11074,b,d,0.8007696862048549
11086,b,c,0.9480074719800747
11115,a,d,0.7766153846153846
11039,a,c,0.768205763867369
11197,c,a,0.9245571166768479
11003,b,a,0.7471995155918861
11056,c,d,0.9280075781496685
10953,c,b,0.785411622276029
11008,d,a,0.9192604006163329
3753,b,d,0.7542027508914926
4070,c,b,0.4873601961084725
9049,b,c,0.6474476680132207
5290,b,c,0.618873826903024
4087,c,b,0.6507335541883578
10744,b,a,0.7210372229192806
10747,b,a,0.7498954412379757
10745,d,c,0.7657430730478589
10746,a,b,0.9109991603694374
5116,b,a,0.4247371952583315
9178,d,a,0.32722042430780296
5366,b,a,0.5622402533148625
4084,b,a,0.6736
1110,c,b,0.6640544826942811
243,c,b,0.7311441765007696
726,a,c,0.7519578719956792
1065,c,b,0.7193126022913257
1114,c,a,0.6249472054061664
735,b,c,0.6741893076248905
232,a,b,0.7556729872552067
764,b,c,0.5950159011521818
1331,b,c,0.7887333751131537
3841,c,a,0.5818652849740933
10163,c,b,0.6428836863619473
4688,d,b,0.429101707498144
6384,a,c,0.5039084310441094
5901,d,c,0.6217168481742473
8510,c,a,0.528478731074261
3802,d,a,0.773459189339256
6265,b,d,0.5081040331699962
5182,d,c,0.694591728525981
8498,d,a,0.4668330955777461
5704,b,c,0.6296233168569968
5485,a,b,0.7071500167056465
3823,c,d,0.7640878701050621
9093,b,c,0.6339773970105723
4136,c,b,0.457569163817221
4395,c,d,0.5079702444208289
4579,b,c,0.6040865384615385
9181,c,b,0.5609386828160484
5764,b,d,0.6061437191442677
6759,b,d,0.4465133954018621
5698,d,c,0.4831570701135919
10108,d,b,0.47617315387413606
3817,b,c,0.613920704845815
9652,d,b,0.4565460649011563
4683,c,a,0.6014436710492395
8967,c,a,0.540641312453393
6461,d,a,0.5914671577655003
5618,b,d,0.4778222299530353
5583,d,b,0.5371993706450888
10111,b,c,0.2647162495593937
5226,a,b,0.4805218669606762
3737,c,b,0.6320987654320988
4080,d,c,0.5142966069386199
10129,c,b,0.6506300114547537
5925,a,b,0.677459142769041
6140,a,d,0.6400340896985193
9482,d,c,0.433801775147929
6352,a,b,0.7219561747206501
3845,c,a,0.538370720188902
5528,a,d,0.8332028191072827
8891,c,b,0.8449117536612842
5948,a,b,0.4188233884495567
6176,d,b,0.4143598615916955
3975,c,a,0.573070970594738
5022,d,c,0.5427599611273081
6537,d,b,0.7273154677950164
6446,d,b,0.3299718860774966
3633,b,a,0.3283564947743195
4995,c,a,0.6875
8423,a,d,0.5299173922750614
5616,b,d,0.8288308740068104
4780,a,b,0.5663101604278075
5115,d,c,0.37151310228233303
3710,c,a,0.5405805139582178
9991,d,b,0.6802106847253574
5044,d,b,0.6981550511961496
9032,c,a,0.44783247612049965
6197,c,d,0.5884884346422808
1158,a,c,0.8027059427984243
395,c,b,0.9484822202948829
1344,a,c,0.7325374650749301
773,a,b,0.5243314033636615
1290,c,b,0.7560400151000377
1243,b,c,0.8758320532514081
1217,a,c,0.8867202449292002
9786,a,b,0.9411094224924013
5530,b,a,0.7736227654140825
6392,b,c,0.6113057696799813
8521,b,c,0.46336128326649656
10176,a,c,0.6789935188715212
4163,b,d,0.7043632374040003
4469,b,c,0.8025227460711332
5603,a,d,0.8462575859743763
9064,d,b,0.5351648351648352
5394,d,b,0.677020340846619
8740,d,c,0.8272373540856031
5389,c,b,0.8148019859138668
4765,a,b,0.7457056538627536
8150,a,b,0.9802073515551367
8155,d,a,0.8813021040095276
11170,b,c,0.891377723227984
113,d,c,0.95361380798274
11226,a,d,0.9607054455445545
82,a,c,0.8305139882888745
8081,a,d,0.9270968673307348
43,a,d,0.9768678542940707
8087,d,b,0.9147505422993493
185,a,d,0.8019900497512438
11035,b,d,0.7560827250608273
8153,c,d,0.8283538371411834
11234,b,c,0.85152167230249
8079,b,c,0.8966690979820082
4158,b,c,0.6936622130866735
5391,a,b,0.6510594162098089
5311,d,a,0.7448227936066713
9776,b,c,0.5230094959824689
4126,a,b,0.6486605182257357
8850,d,a,0.7130011240164855
4619,d,a,0.7428710699488179
6261,a,b,0.6338248570568763
10116,c,a,0.7576213774934136
4030,c,b,0.7235018238665972
5502,b,a,0.7804126886356637
9864,a,d,0.7867945407598672
6478,b,c,0.5940562756876383
179,c,d,0.9478741991846243
5401,d,c,0.5041846219594714
9330,c,b,0.8593283582089553
4856,a,b,0.7921510183805266
9752,a,d,0.46810035842293907
4329,a,b,0.8445065176908753
6211,a,b,0.8117647058823529
5724,b,a,0.7285896569841628
9914,a,b,0.8772845953002611
3782,b,d,0.7410744838599292
5571,b,a,0.7469012395041983
8774,a,c,0.7993909402360106
3763,d,b,0.8014132194906521
6053,b,a,0.7465919085312225
3797,a,c,0.6886319845857418
4104,a,b,0.6950661241098678
10126,c,a,0.6238886741399304
5524,a,d,0.8322350845948353
4540,c,a,0.8455640744797371
10248,a,c,0.7358784573432022
4536,a,d,0.782432785173584
10293,d,c,0.6581352833638026
9773,b,d,0.7253731343283583
5492,a,d,0.736875
5390,c,b,0.8121788283658787
8497,a,d,0.472640470069776
5236,a,c,0.8362380279478725
4822,c,a,0.781927491346329
3847,a,d,0.7957531041929098
9375,d,a,0.7445423209498276
4371,a,c,0.7029488291413704
8560,d,c,0.621441774491682
11185,a,c,0.9074916590840157
129,b,a,0.9547058399942392
882,c,a,0.9283980582524272
287,a,c,0.8753985461038133
1301,b,a,0.729947306791569
412,a,c,0.6447311204522395
1506,a,c,0.7114285714285714
1507,c,a,0.639885595423817
1508,a,d,0.7554573804573804
2217,a,d,0.8047872340425531
2218,d,b,0.7448952532484752
2219,c,a,0.8580164849773996
2029,c,d,0.4506925780442423
2030,d,a,0.6656982776509649
2028,a,b,0.8031120331950208
421,a,b,0.5834857590802195
337,c,b,0.8431139503788442
1148,b,a,0.938538726873628
401,a,b,0.8369358270803001
965,a,c,0.7357866043613707
390,c,b,0.744840713283911
8199,b,d,0.6635647816750179
5284,c,b,0.6966359631557869
9351,d,b,0.6407447973713034
3926,b,a,0.8693972179289027
4112,c,d,0.7205016636805733
9137,a,b,0.6284885828198623
5468,b,a,0.7456942949407965
9063,b,c,0.5330562901397808
5064,b,c,0.7508103727714749
11866,c,a,0.7942028985507247
11865,a,b,0.7155297532656023
11864,b,d,0.6182873730043541
11863,c,b,0.9172714078374455
7750,b,c,0.7845433255269321
7749,c,d,0.8360655737704918
4000,c,d,0.7480277312933301
8758,b,a,0.801094890510949
3756,a,c,0.8600361663652802
9023,d,b,0.6591591591591591
5786,d,c,0.8043594974766456
4790,b,c,0.8595192210163303
6480,c,d,0.9075914569676464
9693,b,a,0.7061419639573373
8430,b,d,0.6873485215705284
5987,a,b,0.8654004954582989
5804,b,a,0.4892156862745098
5756,b,c,0.44069081718618364
5614,b,a,0.4676284306826179
10042,d,a,0.4791533851842407
424,a,b,0.5902566700439041
832,a,b,0.7095243606064113
4566,b,a,0.38999489535477283
8971,a,c,0.684910680349677
4287,b,a,0.6242236024844721
6038,d,c,0.58619255562487
17167,d,a,0.7067448680351907
8472,a,d,0.9053664166185805
5797,b,a,0.7069645203679369
6408,b,a,0.7731936258458851
4993,d,b,0.6612729234088457
3618,b,a,0.630105900151286
5135,b,a,0.3376154581165729
8058,b,c,0.950268906447115
8120,a,c,0.9487633813215208
157,d,a,0.9291832864709344
51,c,d,0.9180237372343362
8094,d,c,0.9448038819247877
153,a,d,0.8809105647122399
109,c,a,0.8421052631578947
8099,a,b,0.8511805518205776
8169,d,a,0.7971982289322784
26,a,c,0.7848734757172059
8124,a,c,0.7618949252909178
101,b,d,0.35624538063562455
4157,d,a,0.7841863413088258
4681,a,b,0.7180515759312321
6234,c,a,0.5531972789115647
9588,b,a,0.7601380500431406
405,b,c,0.6617569700157812
398,c,b,0.9381114903299204
3948,c,b,0.7571585903083701
525,c,b,0.6576937762504773
1315,c,b,0.4714834110227584
5997,a,c,0.6035980148883374
5886,a,b,0.7024691358024692
4803,d,b,0.6664630421502749
5750,a,b,0.6624434389140271
5949,a,d,0.6018518518518519
4145,c,d,0.6085172608941709
4687,d,c,0.4849411764705882
5083,d,c,0.5638995084653194
3878,a,c,0.879021879021879
3870,a,c,0.756811301715439
6373,a,c,0.6458333333333334
5699,d,b,0.7940058152538582
324,a,b,0.9382504288164666
470,b,a,0.909221282088054
1288,b,c,0.8842526805322309
709,c,b,0.94109322483637
284,b,c,0.8173045995496945
1212,b,a,0.9756913862955786
1340,a,b,0.8971021611001965
6023,c,a,0.8646153846153846
9000,c,d,0.8589599700710812
4901,a,b,0.6362786348761104
9568,d,a,0.2623916811091854
8077,d,c,0.9067953192362964
8063,b,d,0.9261588951182825
71,b,a,0.9667905824039653
1,b,a,0.895852534562212
45,d,a,0.9295106704031041
8054,b,a,0.8964548205793342
8134,c,a,0.8734160150984093
8083,c,a,0.853664087391898
8,b,a,0.8645961459614596
8109,b,a,0.9325250395361097
140,d,c,0.8021823301654347
6079,d,b,0.6947852760736196
4770,d,b,0.587248322147651
6528,d,b,0.4123644360037983
8481,d,a,0.6338199513381995
283,a,b,0.6769119321121805
392,b,c,0.7550120288692863
1159,c,b,0.7928784489187174
911,a,b,0.5573677492554248
456,c,b,0.676068561510089
263,b,c,0.7621079244686735
4499,d,c,0.5399538993469074
4176,c,d,0.7732626160205912
9342,b,d,0.7345132743362832
4794,b,a,0.6
6491,c,a,0.6825022902761418
6330,b,c,0.6399770058306644
10249,c,d,0.7995461422087746
5862,b,d,0.6652797041146555
9985,d,b,0.6380255941499086
5374,b,a,0.817641228939544
4561,d,a,0.6956770139021139
6086,d,c,0.5659435592244193
8880,b,a,0.7192208746784271
792,c,b,0.6564171122994652
905,c,a,0.5149863760217984
799,b,a,0.7171198668146503
356,b,a,0.7112208987547374
6524,b,d,0.6737100737100737
5612,a,b,0.8141368628555337
4747,a,b,0.7582595551716692
4557,b,a,0.6610911104957076
5900,c,a,0.7302813017098732
9989,b,a,0.8789636504253674
877,c,b,0.6097493613201684
5835,c,b,0.8441388343156516
6483,b,c,0.428603654410106
1300,b,c,0.8251636878428596
714,a,c,0.8203542780748663
1049,b,a,0.9607686148919136
701,a,c,0.8097183098591549
478,b,c,0.6584116140051238
1286,a,c,0.763949780789159
12708,b,a,0.918918918918919
12686,c,b,0.3793103448275862
13158,c,b,0.8181818181818182
15508,b,a,0.3793103448275862
15183,a,c,0.6436781609195402
13254,c,a,0.6545454545454545
14553,c,b,0.23655913978494625
16094,d,b,0.7746478873239436
13451,c,a,0.6233766233766234
15287,a,c,0.7121212121212122
